entity_id,period_day,booked_revenue,orders,margin_pct,quality_score,lead_time_days,risk_score
SKU010,150,2673.98,2.2,0.366,85.6,14,52.9
SKU010,151,4199.25,5.6,0.331,89.0,9,52.5
SKU010,152,4672.85,2.9,0.345,80.9,16,52.0
SKU010,153,4012.08,4.2,0.314,89.4,17,60.3
SKU010,154,3570.82,5.2,0.334,92.2,13,48.4
SKU010,155,3447.52,1.6,0.327,81.1,17,45.9
SKU010,156,4329.23,2.6,0.351,84.6,14,58.4
SKU010,157,4029.2,6.9,0.313,92.1,19,51.4
SKU010,158,4451.21,3.1,0.336,91.0,14,53.2
SKU010,159,2692.36,4.0,0.304,88.8,15,53.1
SKU010,160,3660.5,4.5,0.307,87.6,15,50.5
SKU010,161,3253.27,2.6,0.351,83.8,18,51.6
SKU010,162,2577.7,4.0,0.334,84.0,15,59.8
SKU010,163,2692.28,3.5,0.35,86.4,23,44.8
SKU010,164,2461.6,5.0,0.334,84.8,13,55.7
SKU010,165,4514.21,5.4,0.363,90.2,17,41.9
SKU010,166,4820.52,1.4,0.336,86.1,19,42.0
SKU010,167,2495.18,2.0,0.33,92.0,15,45.9
SKU010,168,2814.29,2.5,0.334,82.1,17,55.6
SKU010,169,2666.79,7.6,0.343,82.6,18,44.5
SKU010,170,2704.56,3.2,0.345,81.1,17,53.9
SKU010,171,2399.36,6.6,0.315,83.8,19,45.0
SKU010,172,2589.68,4.7,0.37,90.7,19,51.4
SKU010,173,4065.19,4.3,0.327,86.7,20,55.4
SKU010,174,4019.4,7.3,0.338,86.9,18,60.5
SKU010,175,4688.29,3.9,0.334,85.9,19,51.0
SKU010,176,2185.11,2.1,0.351,90.0,19,42.2
SKU010,177,2860.18,6.3,0.328,88.0,19,52.8
SKU010,178,3080.64,6.7,0.333,87.9,15,52.9
SKU010,179,4451.8,5.9,0.338,85.0,16,57.8
SKU010,180,4389.35,5.7,0.335,90.8,14,51.5
SKU011,1,2455.27,1.0,0.347,83.4,18,61.4
SKU011,2,2661.79,2.3,0.334,89.9,19,58.3
SKU011,3,2155.51,1.1,0.341,87.6,20,54.8
SKU011,4,2493.29,1.4,0.369,89.0,16,69.3
SKU011,5,2405.78,0.7,0.338,90.9,20,49.6
SKU011,6,2717.36,1.1,0.343,79.7,18,63.9
SKU011,7,2495.85,2.5,0.389,86.5,15,56.5
SKU011,8,2161.67,0.6,0.367,83.4,16,54.4
SKU011,9,1342.27,0.7,0.368,82.1,14,68.7
SKU011,10,1683.96,1.1,0.318,84.9,17,68.4
SKU011,11,1948.9,2.2,0.345,81.0,20,49.4
SKU011,12,2401.93,2.5,0.341,86.3,15,53.1
SKU011,13,2056.87,1.2,0.328,86.3,16,59.8
SKU011,14,2146.23,0.5,0.344,89.2,18,49.4
SKU011,15,2619.64,1.8,0.374,87.3,16,69.5
SKU011,16,1644.98,0.7,0.346,80.7,18,52.9
SKU011,17,1873.42,1.1,0.346,86.5,20,60.8
SKU011,18,1894.78,1.6,0.352,80.4,19,51.7
SKU011,19,2015.56,1.8,0.325,85.3,20,64.6
SKU011,20,2454.34,1.6,0.335,91.5,22,58.5
SKU011,21,1454.21,1.0,0.358,84.3,25,55.4
SKU011,22,1841.07,1.5,0.365,88.7,19,67.6
SKU011,23,1420.49,1.6,0.362,79.6,20,60.2
SKU011,24,2862.76,0.6,0.37,80.3,22,63.3
SKU011,25,1856.73,0.7,0.337,86.4,24,56.8
SKU011,26,1339.46,0.4,0.359,84.4,18,51.6
SKU011,27,1480.98,1.7,0.348,82.4,16,62.2
SKU011,28,1592.06,2.5,0.37,83.9,16,67.2
SKU011,29,2770.75,1.5,0.361,80.5,14,55.6
SKU011,30,2572.23,2.2,0.363,82.0,17,56.1
SKU011,31,1876.28,0.7,0.346,87.5,17,71.9
SKU011,32,1790.76,1.7,0.339,88.5,15,52.4
SKU011,33,2292.28,0.7,0.329,85.8,24,59.3
SKU011,34,2871.38,1.2,0.363,82.7,17,54.5
SKU011,35,2488.01,2.3,0.343,80.9,10,61.8
SKU011,36,2186.05,1.0,0.352,84.5,19,66.3
SKU011,37,2544.51,1.2,0.38,89.8,13,51.3
SKU011,38,2337.92,1.8,0.364,90.8,20,49.7
SKU011,39,1798.22,2.0,0.344,84.8,21,56.6
SKU011,40,2893.52,2.2,0.337,87.1,20,68.5
SKU011,41,1894.01,0.7,0.342,82.3,19,51.6
SKU011,42,2614.42,0.5,0.305,90.3,19,50.2
SKU011,43,2768.29,1.3,0.341,81.1,13,64.2
SKU011,44,2249.32,0.7,0.382,87.2,20,58.9
SKU011,45,1584.24,1.4,0.356,85.6,14,60.4
SKU011,46,1818.51,0.9,0.353,91.3,13,56.1
SKU011,47,1940.25,0.7,0.378,91.6,17,61.6
SKU011,48,2336.42,1.5,0.351,89.6,13,61.9
SKU011,49,1284.92,1.8,0.357,91.0,15,49.8
SKU011,50,1839.93,1.0,0.32,86.6,17,56.0
SKU011,51,1549.06,1.5,0.341,85.0,16,53.7
SKU011,52,1623.5,1.7,0.364,80.2,21,58.4
SKU011,53,1186.96,1.1,0.362,86.8,22,71.2
SKU011,54,1437.21,2.4,0.337,89.4,20,71.3
SKU011,55,1976.58,1.4,0.307,88.1,17,64.9
SKU011,56,2545.77,2.0,0.324,89.7,16,60.6
SKU011,57,1971.45,2.1,0.354,90.5,15,55.6
SKU011,58,2217.77,0.5,0.353,86.3,16,53.4
SKU011,59,2262.83,2.3,0.321,89.3,17,59.7
SKU011,60,1431.82,1.7,0.31,85.0,22,61.2
SKU011,61,2417.31,0.6,0.383,90.7,15,61.9
SKU011,62,1301.95,1.0,0.337,91.4,19,50.0
SKU011,63,2251.82,0.6,0.37,90.2,19,59.7
SKU011,64,1189.83,0.6,0.373,91.4,13,50.4
SKU011,65,2013.01,2.1,0.359,89.5,13,57.5
SKU011,66,1370.97,0.7,0.291,91.1,18,51.5
SKU011,67,1754.73,1.4,0.373,88.3,18,50.0
SKU011,68,2183.86,2.6,0.325,84.2,17,70.6
SKU011,69,1772.8,2.0,0.335,91.3,10,53.1
SKU011,70,2432.55,1.0,0.342,89.0,18,62.4
SKU011,71,1227.39,1.0,0.357,85.5,21,56.9
SKU011,72,1642.31,1.1,0.325,90.7,16,55.9
SKU011,73,1072.43,1.3,0.327,88.5,19,56.0
SKU011,74,1855.08,1.0,0.358,82.4,20,67.9
SKU011,75,1207.76,1.6,0.38,82.3,17,60.1
SKU011,76,1613.21,0.5,0.342,82.9,15,68.4
SKU011,77,1113.58,0.6,0.345,81.4,16,59.7
SKU011,78,1705.46,1.8,0.373,83.9,18,49.6
SKU011,79,1552.49,2.2,0.34,88.1,13,62.6
SKU011,80,1211.08,1.7,0.308,81.3,20,50.1
SKU011,81,2026.6,1.7,0.355,88.1,15,66.7
SKU011,82,2256.14,0.5,0.351,84.1,16,51.1
SKU011,83,1930.97,2.0,0.358,88.6,15,55.2
SKU011,84,1932.4,1.1,0.381,80.0,17,55.4
SKU011,85,1468.77,1.9,0.34,88.3,17,55.8
SKU011,86,1145.31,1.7,0.309,88.4,18,60.5
SKU011,87,1434.51,0.5,0.36,85.3,17,67.8
SKU011,88,1516.85,0.5,0.339,87.5,20,68.3
SKU011,89,1051.83,2.6,0.344,87.4,19,71.7
SKU011,90,1340.34,1.8,0.32,80.4,14,56.6
SKU011,91,1525.33,2.1,0.329,82.5,20,59.0
SKU011,92,1826.89,2.3,0.349,91.2,15,70.7
SKU011,93,1962.53,2.0,0.327,90.7,18,60.5
SKU011,94,1529.04,2.4,0.311,82.4,19,66.9
SKU011,95,1878.22,2.1,0.392,81.9,13,57.3
SKU011,96,1616.34,2.0,0.368,89.7,16,58.5
SKU011,97,2102.43,1.1,0.343,83.9,28,62.5
SKU011,98,1514.69,1.2,0.365,88.5,15,52.3
SKU011,99,1947.41,1.1,0.325,83.1,18,61.4
SKU011,100,1169.29,2.2,0.344,79.8,15,55.9
SKU011,101,1662.76,0.5,0.352,91.1,14,58.2
SKU011,102,1993.89,2.4,0.352,90.5,19,68.5
SKU011,103,2019.8,1.8,0.362,89.9,15,59.3
SKU011,104,1258.65,1.6,0.351,91.4,19,68.5
SKU011,105,2162.03,2.4,0.345,87.3,17,56.5
SKU011,106,2208.25,2.1,0.38,87.9,19,60.5
SKU011,107,2442.03,0.9,0.337,81.7,18,49.8
SKU011,108,2398.12,0.9,0.348,83.1,17,67.8
SKU011,109,1870.85,2.2,0.354,81.3,17,57.1
SKU011,110,1662.97,2.2,0.334,91.2,19,61.8
SKU011,111,2429.19,1.7,0.308,91.2,18,71.8
SKU011,112,1230.0,1.4,0.324,91.1,22,58.8
SKU011,113,1369.85,2.1,0.327,88.9,14,51.3
SKU011,114,1450.7,2.3,0.353,82.0,15,56.3
SKU011,115,2149.49,1.1,0.36,79.9,16,53.9
SKU011,116,1712.96,0.8,0.373,82.5,17,59.1
SKU011,117,2228.76,0.5,0.34,80.5,12,54.7
SKU011,118,1997.59,1.3,0.381,80.5,15,57.9
SKU011,119,1818.47,0.7,0.32,90.0,19,65.6
SKU011,120,1568.9,1.5,0.374,88.5,17,55.8
SKU011,121,2388.34,0.8,0.372,87.5,18,64.5
SKU011,122,2527.86,2.3,0.339,89.2,17,68.2
SKU011,123,1724.76,1.6,0.312,91.2,17,61.6
SKU011,124,1887.29,2.5,0.347,89.3,17,60.5
SKU011,125,2524.42,1.5,0.342,88.1,16,66.8
SKU011,126,2178.73,1.2,0.361,84.7,24,56.3
SKU011,127,2753.41,1.8,0.327,85.8,21,63.2
SKU011,128,2211.08,2.4,0.322,86.8,19,58.3
SKU011,129,2088.82,1.3,0.339,87.3,14,61.6
SKU011,130,2562.51,1.8,0.337,91.4,19,60.2
SKU011,131,2812.85,1.6,0.366,83.1,15,54.6
SKU011,132,1352.2,1.8,0.324,89.6,20,58.4
SKU011,133,1685.29,1.0,0.325,84.1,9,61.8
SKU011,134,2112.11,0.6,0.397,90.0,23,64.7
SKU011,135,1876.53,1.0,0.352,83.4,19,67.6
SKU011,136,2591.82,0.5,0.351,85.9,14,55.5
SKU011,137,2519.64,2.0,0.353,91.1,22,63.1
SKU011,138,1387.48,1.5,0.371,80.0,14,70.4
SKU011,139,2802.15,1.0,0.361,80.3,16,71.2
SKU011,140,1878.11,2.1,0.359,85.3,21,49.8
SKU011,141,1647.1,0.6,0.378,81.3,17,71.2
SKU011,142,2900.67,0.8,0.325,83.5,20,53.9
SKU011,143,1348.65,1.4,0.354,90.1,17,68.8
SKU011,144,2883.09,2.1,0.354,81.6,18,52.1
SKU011,145,1506.42,2.5,0.325,83.7,18,65.8
SKU011,146,1574.54,0.6,0.326,88.8,18,53.3
SKU011,147,2940.49,0.6,0.356,80.9,22,56.4
SKU011,148,2313.81,1.0,0.349,89.3,20,70.4
SKU011,149,2929.08,2.4,0.378,87.7,16,68.3
SKU011,150,1887.19,2.1,0.354,90.9,18,66.9
SKU011,151,2915.56,2.5,0.348,88.0,18,55.3
SKU011,152,2481.5,1.4,0.363,87.4,19,58.4
SKU011,153,2376.26,0.8,0.389,79.7,19,64.4
SKU011,154,1966.04,2.2,0.327,85.0,18,58.6
SKU011,155,1863.39,2.2,0.328,83.5,17,58.5
SKU011,156,2864.92,1.8,0.348,85.9,12,63.8
SKU011,157,2471.39,2.5,0.347,80.3,15,60.4
SKU011,158,2567.76,2.1,0.363,81.7,16,69.8
SKU011,159,1472.01,2.4,0.387,82.6,19,63.2
SKU011,160,2500.19,1.7,0.351,85.2,19,66.4
SKU011,161,2498.31,1.4,0.34,85.4,22,69.8
SKU011,162,1924.8,2.4,0.368,80.1,14,55.3
SKU011,163,1924.68,1.2,0.309,89.6,14,49.6
SKU011,164,2278.59,1.3,0.325,88.5,14,53.6
SKU011,165,1230.44,0.7,0.34,89.7,19,56.4
SKU011,166,2165.35,1.0,0.36,86.6,16,50.7
SKU011,167,2029.42,2.5,0.344,88.5,19,62.9
SKU011,168,2285.03,1.0,0.327,89.8,16,68.8
SKU011,169,1831.47,1.2,0.348,82.2,19,67.8
SKU011,170,2165.49,0.9,0.336,80.1,15,64.4
SKU011,171,1306.85,0.6,0.349,84.3,16,58.9
SKU011,172,2408.64,1.2,0.339,91.3,19,51.3
SKU011,173,2087.9,1.2,0.342,84.5,18,49.8
SKU011,174,2308.35,0.6,0.366,80.9,15,61.8
SKU011,175,1447.42,1.2,0.336,87.9,21,65.2
SKU011,176,1133.12,1.3,0.307,82.2,18,49.9
SKU011,177,1455.23,0.5,0.342,85.9,25,65.0
SKU011,178,1915.41,1.5,0.387,89.4,20,65.7
SKU011,179,2135.24,1.6,0.36,89.3,18,53.7
SKU011,180,1094.51,1.5,0.354,86.1,15,64.3
SKU012,1,2653.2,2.5,0.353,74.3,19,51.9
SKU012,2,4599.25,3.6,0.376,73.9,27,57.1
SKU012,3,3606.1,2.3,0.368,73.0,26,50.5
SKU012,4,2722.01,2.5,0.374,77.8,25,60.9
SKU012,5,4485.56,3.5,0.354,72.5,23,47.3
SKU012,6,2153.2,2.4,0.372,71.4,27,62.5
SKU012,7,2513.79,3.7,0.361,77.8,28,47.6
SKU012,8,2395.5,2.0,0.33,68.6,28,50.0
SKU012,9,4185.93,2.0,0.352,76.7,27,60.0
SKU012,10,4628.14,2.7,0.374,70.6,27,61.8
SKU012,11,2199.48,2.2,0.367,73.8,29,62.8
SKU012,12,4868.93,0.9,0.372,67.3,33,48.2
SKU012,13,4542.73,4.2,0.382,67.2,22,58.8
SKU012,14,2788.91,3.8,0.401,78.8,26,53.3
SKU012,15,4547.5,0.9,0.378,67.0,34,53.9
SKU012,16,3459.65,3.3,0.355,75.0,28,51.0
SKU012,17,3169.03,1.1,0.365,71.0,33,58.1
SKU012,18,2562.75,0.8,0.349,67.9,27,50.0
SKU012,19,4640.28,1.5,0.353,68.7,32,66.4
SKU012,20,3791.59,1.3,0.352,67.1,24,48.0
SKU012,21,2355.54,2.6,0.394,74.1,22,61.1
SKU012,22,5017.74,2.6,0.409,74.0,24,66.0
SKU012,23,3681.5,2.9,0.364,69.4,30,56.4
SKU012,24,4171.48,2.2,0.363,72.6,27,55.9
SKU012,25,2395.22,3.1,0.371,67.3,26,59.6
SKU012,26,3056.15,2.0,0.333,75.7,31,52.6
SKU012,27,4193.95,2.1,0.383,78.2,23,55.6
SKU012,28,3779.75,4.6,0.359,77.6,27,60.7
SKU012,29,4060.05,3.7,0.381,70.2,25,59.2
SKU012,30,3152.16,4.0,0.36,71.9,29,60.5
SKU012,31,2282.86,2.6,0.373,74.4,26,50.2
SKU012,32,4841.03,0.9,0.355,73.1,27,66.1
SKU012,33,4665.15,1.9,0.38,75.8,27,56.9
SKU012,34,3674.64,4.6,0.386,78.2,28,54.8
SKU012,35,4824.39,3.3,0.34,68.5,27,52.0
SKU012,36,4464.99,1.2,0.4,68.8,27,60.1
SKU012,37,2245.05,1.0,0.359,75.4,25,53.3
SKU012,38,4334.15,3.7,0.352,68.5,21,55.2
SKU012,39,4588.34,0.8,0.351,68.1,23,53.5
SKU012,40,4088.3,1.9,0.359,75.2,30,64.3
SKU012,41,4781.65,3.9,0.359,76.4,23,66.8
SKU012,42,3706.28,1.4,0.361,78.9,26,59.0
SKU012,43,2218.32,2.3,0.38,69.6,20,62.3
SKU012,44,2647.34,2.3,0.369,78.8,24,47.6
SKU012,45,2698.07,1.7,0.297,75.1,26,61.9
SKU012,46,3624.21,1.8,0.361,67.2,26,48.7
SKU012,47,3778.19,1.5,0.368,73.8,30,52.3
SKU012,48,4066.28,1.9,0.38,76.2,23,57.0
SKU012,49,4497.25,1.2,0.373,77.4,25,66.7
SKU012,50,4774.92,4.6,0.407,76.0,21,66.5
SKU012,51,3693.91,2.1,0.4,75.5,29,48.7
SKU012,52,3323.33,2.2,0.39,73.5,29,46.7
SKU012,53,4049.77,3.5,0.375,72.4,30,58.8
SKU012,54,3318.21,3.0,0.371,75.0,23,59.0
SKU012,55,3687.58,1.2,0.368,72.0,29,47.6
SKU012,56,4049.53,2.8,0.35,68.3,28,54.8
SKU012,57,2116.77,1.0,0.362,78.5,31,67.0
SKU012,58,2553.17,3.6,0.347,67.7,27,48.7
SKU012,59,3626.64,1.3,0.371,73.4,30,48.8
SKU012,60,4094.69,2.8,0.325,78.8,27,65.2
SKU012,61,3655.95,4.3,0.355,68.8,26,61.0
SKU012,62,3913.63,4.1,0.367,70.6,32,52.4
SKU012,63,3144.99,1.7,0.378,67.1,28,50.8
SKU012,64,2277.67,3.3,0.375,72.7,30,55.8
SKU012,65,3748.72,2.9,0.355,74.9,29,50.6
SKU012,66,1992.01,2.6,0.358,74.3,26,48.5
SKU012,67,2020.69,1.6,0.376,78.2,26,56.5
SKU012,68,2158.64,1.3,0.384,76.7,25,64.6
SKU012,69,3141.54,0.7,0.347,70.4,32,57.5
SKU012,70,2920.27,2.5,0.356,76.0,24,52.4
SKU012,71,3721.09,2.5,0.374,72.6,27,59.8
SKU012,72,2726.19,4.1,0.358,68.1,28,62.2
SKU012,73,2238.79,2.1,0.359,68.9,30,59.0
SKU012,74,2279.15,2.6,0.321,73.0,23,57.8
SKU012,75,2997.28,1.3,0.364,73.0,25,66.1
SKU012,76,2827.4,1.0,0.358,73.4,25,65.7
SKU012,77,2257.38,3.5,0.32,69.5,28,53.2
SKU012,78,3616.57,2.5,0.365,75.0,27,64.5
SKU012,79,2621.59,1.4,0.357,72.1,27,61.8
SKU012,80,2748.27,3.9,0.345,71.7,31,55.2
SKU012,81,3157.22,2.2,0.375,78.7,33,60.8
SKU012,82,2718.17,3.2,0.323,71.6,27,61.8
SKU012,83,3268.75,2.6,0.354,72.8,26,64.4
SKU012,84,3006.21,2.4,0.376,77.7,31,63.1
SKU012,85,4008.48,3.3,0.381,76.7,25,65.6
SKU012,86,3090.53,1.8,0.355,76.1,24,60.0
SKU012,87,2458.46,3.8,0.408,68.3,27,51.0
SKU012,88,2875.97,3.3,0.357,67.6,26,55.0
SKU012,89,2842.48,3.2,0.387,75.2,26,47.5
SKU012,90,3884.76,2.2,0.372,69.2,23,54.6
SKU012,91,2717.27,3.6,0.34,74.1,30,58.2
SKU012,92,3429.46,3.0,0.331,74.3,34,62.3
SKU012,93,3207.51,3.5,0.35,67.6,24,63.2
SKU012,94,2138.68,1.1,0.37,76.8,27,57.7
SKU012,95,3467.78,3.6,0.399,70.9,28,65.5
SKU012,96,3830.94,4.6,0.37,71.5,26,62.4
SKU012,97,2892.61,2.5,0.321,77.5,23,57.8
SKU012,98,1841.82,2.1,0.365,74.0,23,53.9
SKU012,99,3408.08,0.8,0.349,68.9,27,63.4
SKU012,100,3685.69,2.2,0.348,73.2,25,58.5
SKU012,101,3090.12,3.6,0.394,78.3,32,58.1
SKU012,102,3990.74,4.5,0.374,78.6,29,48.6
SKU012,103,2757.05,2.5,0.342,69.3,29,65.6
SKU012,104,4263.07,2.3,0.347,72.5,28,56.4
SKU012,105,3192.1,4.5,0.373,74.6,25,57.5
SKU012,106,2277.83,1.5,0.38,76.9,25,48.3
SKU012,107,3498.85,4.5,0.361,76.7,24,60.9
SKU012,108,2133.5,4.0,0.349,71.9,23,62.2
SKU012,109,2154.3,2.0,0.371,73.8,21,56.8
SKU012,110,3826.2,1.5,0.334,75.8,21,64.3
SKU012,111,3481.16,3.6,0.336,70.7,24,54.7
SKU012,112,2691.94,3.0,0.356,78.1,27,54.6
SKU012,113,3722.14,0.8,0.383,69.8,24,52.9
SKU012,114,2916.98,3.7,0.339,76.7,24,50.7
SKU012,115,3092.98,1.6,0.363,74.9,30,49.6
SKU012,116,3488.0,4.4,0.35,74.7,24,59.7
SKU012,117,2516.05,1.7,0.367,77.0,27,55.3
SKU012,118,2811.8,1.7,0.373,73.1,28,48.3
SKU012,119,3022.82,2.1,0.382,74.1,29,57.9
SKU012,120,4777.17,2.5,0.362,76.2,25,59.8
SKU012,121,3297.21,2.3,0.391,67.7,30,47.9
SKU012,122,3167.2,1.7,0.349,73.1,29,48.0
SKU012,123,4241.46,3.2,0.358,68.4,29,50.5
SKU012,124,2594.51,3.8,0.383,78.8,29,53.0
SKU012,125,2435.72,1.5,0.371,78.7,22,59.6
SKU012,126,4861.22,1.4,0.353,77.3,27,56.5
SKU012,127,4686.57,3.6,0.329,75.3,28,66.1
SKU012,128,3823.31,1.2,0.358,77.5,23,55.7
SKU012,129,4680.7,3.1,0.354,78.9,26,62.1
SKU012,130,4624.9,1.0,0.345,75.4,25,66.1
SKU012,131,2854.03,4.1,0.356,67.9,22,50.3
SKU012,132,3392.16,2.7,0.347,75.6,23,56.3
SKU012,133,2627.05,0.9,0.366,74.1,26,55.1
SKU012,134,4198.45,1.9,0.35,78.1,29,48.5
SKU012,135,4936.15,1.1,0.37,71.6,27,62.1
SKU012,136,2963.75,2.1,0.338,67.4,25,47.8
SKU012,137,4630.44,1.0,0.349,78.3,25,55.7
SKU012,138,3820.4,3.0,0.387,70.6,25,49.1
SKU012,139,4100.0,2.1,0.381,68.1,24,56.3
SKU012,140,4479.8,1.9,0.329,75.0,27,60.9
SKU012,141,5028.87,2.4,0.382,73.7,23,56.3
SKU012,142,2909.19,3.4,0.365,71.2,28,55.1
SKU012,143,4360.17,3.9,0.366,75.1,27,61.3
SKU012,144,4226.83,0.7,0.368,78.4,28,59.2
SKU012,145,2625.15,3.9,0.337,67.5,26,65.7
SKU012,146,3810.48,4.2,0.362,67.9,22,50.6
SKU012,147,4967.74,3.0,0.352,75.5,23,49.9
SKU012,148,4428.23,4.6,0.347,68.4,24,64.7
SKU012,149,4262.36,2.0,0.35,68.8,23,55.3
SKU012,150,3086.1,0.9,0.361,72.8,23,61.4
SKU012,151,3453.57,3.1,0.382,69.6,30,60.1
SKU012,152,2697.99,1.5,0.38,69.8,25,64.4
SKU012,153,3264.58,2.5,0.378,67.1,21,62.4
SKU012,154,2976.01,4.5,0.375,71.4,27,66.1
SKU012,155,3713.02,3.0,0.363,70.1,27,51.3
SKU012,156,3299.8,2.0,0.381,70.1,27,50.1
SKU012,157,2923.21,1.1,0.342,73.7,28,62.3
SKU012,158,3814.52,1.3,0.393,68.5,27,49.3
SKU012,159,4186.99,2.3,0.354,71.5,27,67.0
SKU012,160,2713.53,3.2,0.373,74.8,25,61.4
SKU012,161,2469.7,3.3,0.393,77.3,24,52.6
SKU012,162,3776.32,2.1,0.361,69.5,26,63.0
SKU012,163,2927.3,2.0,0.331,67.8,28,56.5
SKU012,164,3465.02,3.1,0.342,71.6,26,47.6
SKU012,165,2168.07,4.0,0.374,70.3,29,61.4
SKU012,166,2543.86,1.8,0.385,73.3,23,48.1
SKU012,167,3742.37,2.9,0.368,76.6,19,60.0
SKU012,168,4486.54,3.2,0.331,69.5,25,56.4
SKU012,169,4046.74,3.5,0.365,75.0,19,66.8
SKU012,170,3240.66,1.9,0.38,77.6,23,57.7
SKU012,171,4457.4,1.9,0.378,72.7,27,62.3
SKU012,172,3304.08,2.9,0.343,72.0,26,49.8
SKU012,173,3880.45,3.4,0.345,77.6,29,60.8
SKU012,174,2630.96,1.6,0.377,70.5,25,64.4
SKU012,175,3578.33,4.1,0.348,75.0,24,58.5
SKU012,176,3648.27,4.4,0.364,76.7,25,47.9
SKU012,177,3947.09,3.1,0.369,76.7,24,60.4
SKU012,178,2226.91,1.3,0.331,67.1,24,51.3
SKU012,179,2429.89,1.8,0.357,69.8,27,58.5
SKU012,180,2091.79,3.4,0.41,67.2,26,61.9
SKU013,1,3199.39,5.6,0.428,80.6,14,45.0
SKU013,2,2015.99,4.1,0.421,81.7,21,34.0
SKU013,3,3193.69,3.6,0.408,80.9,18,48.1
SKU013,4,3998.04,2.1,0.433,72.6,19,40.3
SKU013,5,2510.34,7.2,0.453,82.3,26,48.6
SKU013,6,3536.16,2.3,0.451,81.9,16,43.2
SKU013,7,4023.12,8.4,0.433,77.6,14,34.1
SKU013,8,2755.57,6.7,0.391,75.6,18,36.2
SKU013,9,3441.31,5.2,0.417,84.2,20,37.3
SKU013,10,3950.5,1.9,0.42,84.0,21,46.8
SKU013,11,1972.29,2.9,0.444,83.9,27,33.9
SKU013,12,3387.53,7.2,0.454,82.3,19,35.9
SKU013,13,1987.03,7.7,0.452,74.3,24,37.3
SKU013,14,2178.91,3.9,0.407,73.4,20,39.5
SKU013,15,1981.74,6.3,0.455,76.6,24,45.0
SKU013,16,3597.06,4.4,0.426,81.3,20,47.5
SKU013,17,3382.18,2.9,0.454,78.5,18,41.1
SKU013,18,3778.29,3.6,0.438,82.0,16,34.0
SKU013,19,3776.5,3.9,0.4,72.8,22,38.4
SKU013,20,3218.65,4.0,0.427,72.6,23,42.1
SKU013,21,3535.92,8.5,0.402,80.5,16,43.9
SKU013,22,4296.89,2.0,0.439,77.3,18,42.2
SKU013,23,3486.83,4.4,0.418,81.4,19,46.7
SKU013,24,3106.75,7.5,0.431,79.3,19,39.3
SKU013,25,3020.61,7.1,0.424,80.4,24,34.7
SKU013,26,3708.45,5.0,0.422,76.2,23,47.6
SKU013,27,2771.92,4.8,0.462,79.1,20,42.1
SKU013,28,2257.61,1.4,0.412,84.0,16,41.9
SKU013,29,3280.34,8.2,0.403,81.1,15,42.3
SKU013,30,4153.83,2.2,0.424,79.5,21,44.9
SKU013,31,2017.5,2.3,0.448,74.9,27,42.1
SKU013,32,4127.27,5.2,0.403,84.3,20,36.9
SKU013,33,2946.53,7.7,0.424,72.8,17,39.6
SKU013,34,3815.61,6.3,0.417,81.6,22,37.8
SKU013,35,3664.73,4.3,0.435,79.3,16,38.5
SKU013,36,2055.42,4.5,0.425,79.1,12,35.1
SKU013,37,3841.81,4.7,0.457,83.3,14,35.2
SKU013,38,3283.34,1.7,0.408,81.0,18,41.0
SKU013,39,4057.58,8.2,0.416,81.3,18,42.9
SKU013,40,2839.34,3.2,0.436,83.7,23,48.3
SKU013,41,3165.2,3.1,0.424,82.8,22,44.9
SKU013,42,3040.53,3.8,0.428,74.9,18,38.0
SKU013,43,2435.55,4.1,0.448,84.3,22,41.9
SKU013,44,3000.88,6.8,0.415,80.5,25,40.5
SKU013,45,2230.47,6.3,0.449,84.4,19,38.9
SKU013,46,2394.26,5.9,0.414,73.4,24,37.8
SKU013,47,4023.56,6.8,0.46,78.4,18,33.6
SKU013,48,2934.01,8.5,0.372,77.7,24,36.8
SKU013,49,3915.22,5.9,0.415,80.5,21,43.7
SKU013,50,3017.02,1.3,0.426,74.4,25,35.5
SKU013,51,1834.11,6.8,0.427,74.6,13,34.0
SKU013,52,3207.23,4.9,0.425,74.6,22,33.5
SKU013,53,3986.99,4.1,0.407,76.9,25,46.1
SKU013,54,2937.86,7.6,0.396,82.4,20,45.1
SKU013,55,2490.84,3.5,0.415,83.9,22,37.8
SKU013,56,1903.84,4.1,0.424,77.6,21,46.9
SKU013,57,2775.47,2.3,0.409,79.4,19,38.2
SKU013,58,2926.45,2.7,0.429,77.0,17,40.7
SKU013,59,2464.36,5.5,0.429,77.2,20,45.9
SKU013,60,3742.66,7.9,0.404,74.5,19,33.4
SKU013,61,2334.54,3.9,0.427,82.0,22,38.8
SKU013,62,1806.06,2.9,0.445,78.7,20,48.1
SKU013,63,2027.18,4.5,0.439,76.1,20,44.1
SKU013,64,1958.28,5.4,0.398,76.3,16,47.1
SKU013,65,2917.31,4.5,0.419,77.2,19,39.9
SKU013,66,2163.79,4.4,0.402,73.5,16,44.9
SKU013,67,2367.76,1.6,0.42,80.1,18,36.4
SKU013,68,2951.1,3.1,0.424,79.8,21,36.4
SKU013,69,2689.72,2.3,0.427,79.1,21,33.5
SKU013,70,1771.65,4.5,0.437,74.3,14,48.6
SKU013,71,2429.51,7.9,0.413,74.3,25,37.5
SKU013,72,2356.76,8.5,0.463,80.0,21,42.4
SKU013,73,1816.8,6.1,0.419,75.9,14,45.9
SKU013,74,2890.98,5.1,0.426,76.5,18,34.8
